year,highest_qualification,age,sex,joint_probability_qual_age_sex,duration,unemployed_age,probability_age,unemployed_qual,probability_qual,hybrid_probability,estimated_unemployed
2010,degree,30-39,female,2214.3222506393863,under 5,2500.0,0.32051282051282054,4000.0,0.36036036036036034,0.34043659043659047,753.83631713555
2010,degree,30-39,male,1929.6460176991152,10 to 14,800.0,0.0898876404494382,1000.0,0.10204081632653061,0.09596422838798441,185.1769911504425
2010,degree,30-39,male,1929.6460176991152,15 to 19,400.0,0.0449438202247191,500.0,0.05102040816326531,0.047982114193992204,92.58849557522124
2010,degree,30-39,male,1929.6460176991152,20 to 24,1100.0,0.12359550561797752,1000.0,0.10204081632653061,0.11281816097225407,217.6991150442478
2010,degree,30-39,male,1929.6460176991152,25 to 29,100.0,0.011235955056179775,200.0,0.02040816326530612,0.015822059160742946,30.53097345132743
2010,degree,30-39,male,1929.6460176991152,30 to 39,200.0,0.02247191011235955,400.0,0.04081632653061224,0.03164411832148589,61.06194690265486
2010,degree,30-39,male,1929.6460176991152,40 to 51,600.0,0.06741573033707865,600.0,0.061224489795918366,0.06432011006649851,124.11504424778764
2010,degree,30-39,male,1929.6460176991152,5 to 9,1500.0,0.16853932584269662,2000.0,0.20408163265306123,0.1863104792478789,359.5132743362832
2010,degree,30-39,male,1929.6460176991152,52 and over,900.0,0.10112359550561797,900.0,0.09183673469387756,0.09648016509974777,186.17256637168146
2010,degree,30-39,male,1929.6460176991152,under 5,3300.0,0.3707865168539326,3200.0,0.32653061224489793,0.34865856454941524,672.787610619469
2010,degree,40-49,female,2185.933503836317,10 to 14,700.0,0.09090909090909091,900.0,0.08108108108108109,0.085995085995086,187.97953964194372
2010,degree,40-49,female,2185.933503836317,15 to 19,100.0,0.012987012987012988,500.0,0.04504504504504504,0.029016029016029017,63.42710997442455
2010,degree,40-49,female,2185.933503836317,20 to 24,1000.0,0.12987012987012986,1400.0,0.12612612612612611,0.127998127998128,279.7953964194373
2010,degree,40-49,female,2185.933503836317,25 to 29,0.0,0.0,200.0,0.018018018018018018,0.009009009009009009,19.693094629156008
2010,degree,40-49,female,2185.933503836317,30 to 39,100.0,0.012987012987012988,200.0,0.018018018018018018,0.015502515502515503,33.887468030690535
2010,degree,40-49,female,2185.933503836317,40 to 51,500.0,0.06493506493506493,700.0,0.06306306306306306,0.063999063999064,139.89769820971864
2010,degree,40-49,female,2185.933503836317,5 to 9,1400.0,0.18181818181818182,2500.0,0.22522522522522523,0.2035217035217035,444.88491048593346
2010,degree,40-49,female,2185.933503836317,52 and over,1300.0,0.16883116883116883,700.0,0.06306306306306306,0.11594711594711594,253.45268542199486
2010,degree,40-49,female,2185.933503836317,under 5,2600.0,0.33766233766233766,4000.0,0.36036036036036034,0.349011349011349,762.9156010230179
2010,degree,40-49,male,1907.9646017699113,10 to 14,1200.0,0.13636363636363635,1000.0,0.10204081632653061,0.11920222634508348,227.43362831858403
2010,degree,40-49,male,1907.9646017699113,15 to 19,400.0,0.045454545454545456,500.0,0.05102040816326531,0.04823747680890538,92.03539823008849
2010,degree,40-49,male,1907.9646017699113,20 to 24,1100.0,0.125,1000.0,0.10204081632653061,0.11352040816326531,216.59292035398227
2010,degree,40-49,male,1907.9646017699113,25 to 29,300.0,0.03409090909090909,200.0,0.02040816326530612,0.027249536178107603,51.99115044247786
2010,degree,40-49,male,1907.9646017699113,30 to 39,400.0,0.045454545454545456,400.0,0.04081632653061224,0.04313543599257885,82.30088495575221
2010,degree,40-49,male,1907.9646017699113,40 to 51,500.0,0.056818181818181816,600.0,0.061224489795918366,0.05902133580705009,112.61061946902653
2010,degree,40-49,male,1907.9646017699113,5 to 9,1300.0,0.14772727272727273,2000.0,0.20408163265306123,0.17590445269016697,335.61946902654864
2010,degree,40-49,male,1907.9646017699113,52 and over,1100.0,0.125,900.0,0.09183673469387756,0.10841836734693877,206.85840707964599
2010,degree,40-49,male,1907.9646017699113,under 5,2500.0,0.2840909090909091,3200.0,0.32653061224489793,0.3053107606679035,582.5221238938052
2010,degree,50 and over,female,1816.8797953964192,10 to 14,700.0,0.109375,900.0,0.08108108108108109,0.09522804054054054,173.01790281329923
2010,degree,50 and over,female,1816.8797953964192,15 to 19,200.0,0.03125,500.0,0.04504504504504504,0.03814752252252252,69.30946291560102
2010,degree,50 and over,female,1816.8797953964192,20 to 24,500.0,0.078125,1400.0,0.12612612612612611,0.10212556306306306,185.5498721227621
2010,degree,50 and over,female,1816.8797953964192,25 to 29,200.0,0.03125,200.0,0.018018018018018018,0.024634009009009007,44.75703324808183
2010,degree,50 and over,female,1816.8797953964192,30 to 39,200.0,0.03125,200.0,0.018018018018018018,0.024634009009009007,44.75703324808183
2010,degree,50 and over,female,1816.8797953964192,40 to 51,500.0,0.078125,700.0,0.06306306306306306,0.07059403153153153,128.26086956521738
2010,degree,50 and over,female,1816.8797953964192,5 to 9,900.0,0.140625,2500.0,0.22522522522522523,0.18292511261261263,332.3529411764706
2010,degree,50 and over,female,1816.8797953964192,52 and over,1300.0,0.203125,700.0,0.06306306306306306,0.13309403153153154,241.8158567774936
2010,degree,50 and over,female,1816.8797953964192,under 5,1900.0,0.296875,4000.0,0.36036036036036034,0.32861768018018017,597.0588235294117
2010,degree,50 and over,male,2731.858407079646,10 to 14,1700.0,0.1349206349206349,1000.0,0.10204081632653061,0.11848072562358276,323.6725663716814
2010,degree,50 and over,male,2731.858407079646,15 to 19,900.0,0.07142857142857142,500.0,0.05102040816326531,0.061224489795918366,167.2566371681416
2010,degree,50 and over,male,2731.858407079646,20 to 24,1600.0,0.12698412698412698,1000.0,0.10204081632653061,0.1145124716553288,312.8318584070796
2010,degree,50 and over,male,2731.858407079646,25 to 29,0.0,0.0,200.0,0.02040816326530612,0.01020408163265306,27.876106194690262
2010,degree,50 and over,male,2731.858407079646,30 to 39,600.0,0.047619047619047616,400.0,0.04081632653061224,0.044217687074829926,120.79646017699113
2010,degree,50 and over,male,2731.858407079646,40 to 51,1100.0,0.0873015873015873,600.0,0.061224489795918366,0.07426303854875282,202.87610619469024
2010,degree,50 and over,male,2731.858407079646,5 to 9,1600.0,0.12698412698412698,2000.0,0.20408163265306123,0.1655328798185941,452.21238938053096
2010,degree,50 and over,male,2731.858407079646,52 and over,2000.0,0.15873015873015872,900.0,0.09183673469387756,0.12528344671201813,342.25663716814154
2010,degree,50 and over,male,2731.858407079646,under 5,3100.0,0.24603174603174602,3200.0,0.32653061224489793,0.28628117913832196,782.079646017699
2010,diploma and professional qualification,15-24,female,2011.764705882353,10 to 14,600.0,0.05263157894736842,600.0,0.08695652173913043,0.06979405034324943,140.40920716112532
2010,diploma and professional qualification,15-24,female,2011.764705882353,15 to 19,300.0,0.02631578947368421,100.0,0.014492753623188406,0.02040427154843631,41.04859335038363
2010,diploma and professional qualification,15-24,female,2011.764705882353,20 to 24,800.0,0.07017543859649122,600.0,0.08695652173913043,0.07856598016781083,158.05626598465471
2010,diploma and professional qualification,15-24,female,2011.764705882353,25 to 29,200.0,0.017543859649122806,100.0,0.014492753623188406,0.016018306636155607,32.22506393861892
2010,diploma and professional qualification,15-24,female,2011.764705882353,30 to 39,100.0,0.008771929824561403,100.0,0.014492753623188406,0.011632341723874905,23.40153452685422
2010,diploma and professional qualification,15-24,female,2011.764705882353,40 to 51,300.0,0.02631578947368421,100.0,0.014492753623188406,0.02040427154843631,41.04859335038363
2010,diploma and professional qualification,15-24,female,2011.764705882353,5 to 9,2400.0,0.21052631578947367,1600.0,0.2318840579710145,0.2212051868802441,445.0127877237852
2010,diploma and professional qualification,15-24,female,2011.764705882353,52 and over,400.0,0.03508771929824561,500.0,0.07246376811594203,0.05377574370709382,108.18414322250639
2010,diploma and professional qualification,15-24,female,2011.764705882353,under 5,6300.0,0.5526315789473685,3200.0,0.463768115942029,0.5081998474446987,1022.3785166240409
2010,diploma and professional qualification,15-24,male,1306.1946902654868,10 to 14,700.0,0.08536585365853659,800.0,0.1111111111111111,0.09823848238482386,128.31858407079648
2010,diploma and professional qualification,15-24,male,1306.1946902654868,15 to 19,200.0,0.024390243902439025,400.0,0.05555555555555555,0.039972899728997285,52.21238938053097
2010,diploma and professional qualification,15-24,male,1306.1946902654868,20 to 24,500.0,0.06097560975609756,500.0,0.06944444444444445,0.065210027100271,85.17699115044248
2010,diploma and professional qualification,15-24,male,1306.1946902654868,25 to 29,100.0,0.012195121951219513,0.0,0.0,0.006097560975609756,7.964601769911505
2010,diploma and professional qualification,15-24,male,1306.1946902654868,30 to 39,0.0,0.0,300.0,0.041666666666666664,0.020833333333333332,27.212389380530972
2010,diploma and professional qualification,15-24,male,1306.1946902654868,40 to 51,200.0,0.024390243902439025,300.0,0.041666666666666664,0.033028455284552845,43.141592920353986
2010,diploma and professional qualification,15-24,male,1306.1946902654868,5 to 9,1700.0,0.2073170731707317,900.0,0.125,0.16615853658536583,217.03539823008848
2010,diploma and professional qualification,15-24,male,1306.1946902654868,52 and over,100.0,0.012195121951219513,800.0,0.1111111111111111,0.06165311653116531,80.53097345132743
2010,diploma and professional qualification,15-24,male,1306.1946902654868,under 5,4700.0,0.573170731707317,3200.0,0.4444444444444444,0.5088075880758807,664.6017699115043
2010,diploma and professional qualification,25-29,female,1041.1764705882354,10 to 14,400.0,0.06779661016949153,600.0,0.08695652173913043,0.07737656595431097,80.5626598465473
2010,diploma and professional qualification,25-29,female,1041.1764705882354,15 to 19,100.0,0.01694915254237288,100.0,0.014492753623188406,0.015720953082780643,16.36828644501279
2010,diploma and professional qualification,25-29,female,1041.1764705882354,20 to 24,600.0,0.1016949152542373,600.0,0.08695652173913043,0.09432571849668386,98.20971867007674
2010,diploma and professional qualification,25-29,female,1041.1764705882354,25 to 29,100.0,0.01694915254237288,100.0,0.014492753623188406,0.015720953082780643,16.36828644501279
2010,diploma and professional qualification,25-29,female,1041.1764705882354,30 to 39,100.0,0.01694915254237288,100.0,0.014492753623188406,0.015720953082780643,16.36828644501279
2010,diploma and professional qualification,25-29,female,1041.1764705882354,40 to 51,200.0,0.03389830508474576,100.0,0.014492753623188406,0.024195529353967085,25.191815856777495
2010,diploma and professional qualification,25-29,female,1041.1764705882354,5 to 9,1600.0,0.2711864406779661,1600.0,0.2318840579710145,0.2515352493244903,261.8925831202046
2010,diploma and professional qualification,25-29,female,1041.1764705882354,52 and over,600.0,0.1016949152542373,500.0,0.07246376811594203,0.08707934168508966,90.66496163682865
2010,diploma and professional qualification,25-29,female,1041.1764705882354,under 5,2200.0,0.3728813559322034,3200.0,0.463768115942029,0.41832473593711617,435.54987212276217
2010,diploma and professional qualification,25-29,male,1067.2566371681414,10 to 14,700.0,0.1044776119402985,800.0,0.1111111111111111,0.1077943615257048,115.0442477876106
2010,diploma and professional qualification,25-29,male,1067.2566371681414,15 to 19,400.0,0.05970149253731343,400.0,0.05555555555555555,0.057628524046434496,61.504424778761056
2010,diploma and professional qualification,25-29,male,1067.2566371681414,20 to 24,200.0,0.029850746268656716,500.0,0.06944444444444445,0.04964759535655058,52.98672566371681
2010,diploma and professional qualification,25-29,male,1067.2566371681414,25 to 29,200.0,0.029850746268656716,0.0,0.0,0.014925373134328358,15.929203539823005
2010,diploma and professional qualification,25-29,male,1067.2566371681414,30 to 39,200.0,0.029850746268656716,300.0,0.041666666666666664,0.03575870646766169,38.16371681415928
2010,diploma and professional qualification,25-29,male,1067.2566371681414,40 to 51,300.0,0.04477611940298507,300.0,0.041666666666666664,0.04322139303482587,46.12831858407078
2010,diploma and professional qualification,25-29,male,1067.2566371681414,5 to 9,1200.0,0.1791044776119403,900.0,0.125,0.15205223880597013,162.27876106194685
2010,diploma and professional qualification,25-29,male,1067.2566371681414,52 and over,400.0,0.05970149253731343,800.0,0.1111111111111111,0.08540630182421227,91.1504424778761
2010,diploma and professional qualification,25-29,male,1067.2566371681414,under 5,3100.0,0.4626865671641791,3200.0,0.4444444444444444,0.45356550580431176,484.0707964601769
2010,diploma and professional qualification,30-39,female,1376.4705882352941,10 to 14,1100.0,0.14102564102564102,600.0,0.08695652173913043,0.11399108138238573,156.90537084398977
2010,diploma and professional qualification,30-39,female,1376.4705882352941,15 to 19,400.0,0.05128205128205128,100.0,0.014492753623188406,0.03288740245261984,45.268542199488486
2010,diploma and professional qualification,30-39,female,1376.4705882352941,20 to 24,1100.0,0.14102564102564102,600.0,0.08695652173913043,0.11399108138238573,156.90537084398977
2010,diploma and professional qualification,30-39,female,1376.4705882352941,25 to 29,200.0,0.02564102564102564,100.0,0.014492753623188406,0.020066889632107024,27.62148337595908
2010,diploma and professional qualification,30-39,female,1376.4705882352941,30 to 39,200.0,0.02564102564102564,100.0,0.014492753623188406,0.020066889632107024,27.62148337595908
2010,diploma and professional qualification,30-39,female,1376.4705882352941,40 to 51,500.0,0.0641025641025641,100.0,0.014492753623188406,0.03929765886287625,54.09207161125319
2010,diploma and professional qualification,30-39,female,1376.4705882352941,5 to 9,1500.0,0.19230769230769232,1600.0,0.2318840579710145,0.2120958751393534,291.9437340153453
2010,diploma and professional qualification,30-39,female,1376.4705882352941,52 and over,300.0,0.038461538461538464,500.0,0.07246376811594203,0.05546265328874025,76.34271099744247
2010,diploma and professional qualification,30-39,female,1376.4705882352941,under 5,2500.0,0.32051282051282054,3200.0,0.463768115942029,0.39214046822742477,539.769820971867
2010,diploma and professional qualification,30-39,male,1417.699115044248,10 to 14,800.0,0.0898876404494382,800.0,0.1111111111111111,0.10049937578027465,142.4778761061947
2010,diploma and professional qualification,30-39,male,1417.699115044248,15 to 19,400.0,0.0449438202247191,400.0,0.05555555555555555,0.050249687890137326,71.23893805309736
2010,diploma and professional qualification,30-39,male,1417.699115044248,20 to 24,1100.0,0.12359550561797752,500.0,0.06944444444444445,0.09651997503121099,136.83628318584073
2010,diploma and professional qualification,30-39,male,1417.699115044248,25 to 29,100.0,0.011235955056179775,0.0,0.0,0.0056179775280898875,7.964601769911505
2010,diploma and professional qualification,30-39,male,1417.699115044248,30 to 39,200.0,0.02247191011235955,300.0,0.041666666666666664,0.032069288389513104,45.4646017699115
2010,diploma and professional qualification,30-39,male,1417.699115044248,40 to 51,600.0,0.06741573033707865,300.0,0.041666666666666664,0.054541198501872654,77.32300884955752
2010,diploma and professional qualification,30-39,male,1417.699115044248,5 to 9,1500.0,0.16853932584269662,900.0,0.125,0.1467696629213483,208.07522123893804
2010,diploma and professional qualification,30-39,male,1417.699115044248,52 and over,900.0,0.10112359550561797,800.0,0.1111111111111111,0.10611735330836454,150.4424778761062
2010,diploma and professional qualification,30-39,male,1417.699115044248,under 5,3300.0,0.3707865168539326,3200.0,0.4444444444444444,0.4076154806491885,577.8761061946904
2010,diploma and professional qualification,40-49,female,1358.8235294117646,10 to 14,700.0,0.09090909090909091,600.0,0.08695652173913043,0.08893280632411067,120.84398976982096
2010,diploma and professional qualification,40-49,female,1358.8235294117646,15 to 19,100.0,0.012987012987012988,100.0,0.014492753623188406,0.013739883305100696,18.67007672634271
2010,diploma and professional qualification,40-49,female,1358.8235294117646,20 to 24,1000.0,0.12987012987012986,600.0,0.08695652173913043,0.10841332580463015,147.31457800511507
2010,diploma and professional qualification,40-49,female,1358.8235294117646,25 to 29,0.0,0.0,100.0,0.014492753623188406,0.007246376811594203,9.846547314578006
2010,diploma and professional qualification,40-49,female,1358.8235294117646,30 to 39,100.0,0.012987012987012988,100.0,0.014492753623188406,0.013739883305100696,18.67007672634271
2010,diploma and professional qualification,40-49,female,1358.8235294117646,40 to 51,500.0,0.06493506493506493,100.0,0.014492753623188406,0.039713909279126665,53.964194373401526
2010,diploma and professional qualification,40-49,female,1358.8235294117646,5 to 9,1400.0,0.18181818181818182,1600.0,0.2318840579710145,0.20685111989459815,281.0741687979539
2010,diploma and professional qualification,40-49,female,1358.8235294117646,52 and over,1300.0,0.16883116883116883,500.0,0.07246376811594203,0.12064746847355542,163.93861892583118
2010,diploma and professional qualification,40-49,female,1358.8235294117646,under 5,2600.0,0.33766233766233766,3200.0,0.463768115942029,0.4007152268021833,544.5012787723784
2010,diploma and professional qualification,40-49,male,1401.769911504425,10 to 14,1200.0,0.13636363636363635,800.0,0.1111111111111111,0.12373737373737373,173.45132743362834
2010,diploma and professional qualification,40-49,male,1401.769911504425,15 to 19,400.0,0.045454545454545456,400.0,0.05555555555555555,0.050505050505050504,70.79646017699116
2010,diploma and professional qualification,40-49,male,1401.769911504425,20 to 24,1100.0,0.125,500.0,0.06944444444444445,0.09722222222222222,136.28318584070797
2010,diploma and professional qualification,40-49,male,1401.769911504425,25 to 29,300.0,0.03409090909090909,0.0,0.0,0.017045454545454544,23.893805309734514
2010,diploma and professional qualification,40-49,male,1401.769911504425,30 to 39,400.0,0.045454545454545456,300.0,0.041666666666666664,0.043560606060606064,61.06194690265488
2010,diploma and professional qualification,40-49,male,1401.769911504425,40 to 51,500.0,0.056818181818181816,300.0,0.041666666666666664,0.04924242424242424,69.02654867256638
2010,diploma and professional qualification,40-49,male,1401.769911504425,5 to 9,1300.0,0.14772727272727273,900.0,0.125,0.13636363636363635,191.1504424778761
2010,diploma and professional qualification,40-49,male,1401.769911504425,52 and over,1100.0,0.125,800.0,0.1111111111111111,0.11805555555555555,165.48672566371684
2010,diploma and professional qualification,40-49,male,1401.769911504425,under 5,2500.0,0.2840909090909091,3200.0,0.4444444444444444,0.3642676767676768,510.61946902654876
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,10 to 14,700.0,0.109375,600.0,0.08695652173913043,0.09816576086956522,110.86956521739128
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,15 to 19,200.0,0.03125,100.0,0.014492753623188406,0.022871376811594204,25.831202046035802
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,20 to 24,500.0,0.078125,600.0,0.08695652173913043,0.08254076086956522,93.22250639386188
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,25 to 29,200.0,0.03125,100.0,0.014492753623188406,0.022871376811594204,25.831202046035802
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,30 to 39,200.0,0.03125,100.0,0.014492753623188406,0.022871376811594204,25.831202046035802
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,40 to 51,500.0,0.078125,100.0,0.014492753623188406,0.0463088768115942,52.301790281329914
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,5 to 9,900.0,0.140625,1600.0,0.2318840579710145,0.18625452898550726,210.35805626598466
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,52 and over,1300.0,0.203125,500.0,0.07246376811594203,0.137794384057971,155.6265984654731
2010,diploma and professional qualification,50 and over,female,1129.4117647058822,under 5,1900.0,0.296875,3200.0,0.463768115942029,0.3803215579710145,429.539641943734
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,10 to 14,1700.0,0.1349206349206349,800.0,0.1111111111111111,0.12301587301587301,246.90265486725664
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,15 to 19,900.0,0.07142857142857142,400.0,0.05555555555555555,0.06349206349206349,127.43362831858408
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,20 to 24,1600.0,0.12698412698412698,500.0,0.06944444444444445,0.09821428571428571,197.12389380530976
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,25 to 29,0.0,0.0,0.0,0.0,0.0,0.0
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,30 to 39,600.0,0.047619047619047616,300.0,0.041666666666666664,0.04464285714285714,89.60176991150442
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,40 to 51,1100.0,0.0873015873015873,300.0,0.041666666666666664,0.06448412698412698,129.42477876106196
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,5 to 9,1600.0,0.12698412698412698,900.0,0.125,0.1259920634920635,252.8761061946903
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,52 and over,2000.0,0.15873015873015872,800.0,0.1111111111111111,0.1349206349206349,270.79646017699116
2010,diploma and professional qualification,50 and over,male,2007.0796460176994,under 5,3100.0,0.24603174603174602,3200.0,0.4444444444444444,0.34523809523809523,692.920353982301
2010,lower secondary,15-24,female,874.6803069053708,10 to 14,600.0,0.05263157894736842,400.0,0.13333333333333333,0.09298245614035087,81.32992327365729
2010,lower secondary,15-24,female,874.6803069053708,15 to 19,300.0,0.02631578947368421,0.0,0.0,0.013157894736842105,11.508951406649615
2010,lower secondary,15-24,female,874.6803069053708,20 to 24,800.0,0.07017543859649122,400.0,0.13333333333333333,0.10175438596491228,89.00255754475702
2010,lower secondary,15-24,female,874.6803069053708,25 to 29,200.0,0.017543859649122806,0.0,0.0,0.008771929824561403,7.672634271099743
2010,lower secondary,15-24,female,874.6803069053708,30 to 39,100.0,0.008771929824561403,0.0,0.0,0.0043859649122807015,3.8363171355498715
2010,lower secondary,15-24,female,874.6803069053708,40 to 51,300.0,0.02631578947368421,100.0,0.03333333333333333,0.02982456140350877,26.08695652173913
2010,lower secondary,15-24,female,874.6803069053708,5 to 9,2400.0,0.21052631578947367,500.0,0.16666666666666666,0.18859649122807015,164.96163682864446
2010,lower secondary,15-24,female,874.6803069053708,52 and over,400.0,0.03508771929824561,500.0,0.16666666666666666,0.10087719298245613,88.23529411764704
2010,lower secondary,15-24,female,874.6803069053708,under 5,6300.0,0.5526315789473685,1100.0,0.36666666666666664,0.45964912280701753,402.04603580562656
2010,lower secondary,15-24,male,997.787610619469,10 to 14,700.0,0.08536585365853659,400.0,0.07272727272727272,0.07904656319290465,78.87168141592919
